ID: 9
Ora: 08/01/2020 20:44:58
ChatID: 150631830
Nome: Nicola
Cognome: Montanari
Username: Nicola_montanari
Contenuto: NO PORCODDIO SCRIVO AL BOT


ID: 10
Ora: 08/01/2020 20:45:19
ChatID: 427223783
Nome: Samu
Cognome: 
Username: dhshwgiw
Contenuto: Allora hai aggiunto un default allo switch con un controllo sul tuo id


ID: 11
Ora: 08/01/2020 20:45:29
ChatID: 427223783
Nome: Samu
Cognome: 
Username: dhshwgiw
Contenuto: Bella idea


ID: 12
Ora: 08/01/2020 20:45:42
ChatID: 150631830
Nome: Nicola
Cognome: Montanari
Username: Nicola_montanari
Contenuto: Neanche cosi


ID: 13
Ora: 08/01/2020 20:45:58
ChatID: 427223783
Nome: Samu
Cognome: 
Username: dhshwgiw
Contenuto: Allora come, penso che quello sia il modo più semplice


ID: 14
Ora: 08/01/2020 20:46:36
ChatID: 150631830
Nome: Nicola
Cognome: Montanari
Username: Nicola_montanari
Contenuto: È molto piu facile spiegartelo a voce che qui


ID: 15
Ora: 08/01/2020 20:46:37
ChatID: 150631830
Nome: Nicola
Cognome: Montanari
Username: Nicola_montanari
Contenuto: Semplicemente ho messo un hidden command che per ora funzia solo con me


